Form,Predicted Gender,True Gender,Class Probabilities,Set,Run
sOkɛt,m,f,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('O', {'f': 0.058000463992357254, 'm': 0.9419995546340942}), ('k', {'f': 0.020887648686766624, 'm': 0.9791123867034912}), ('ɛ', {'f': 0.0018092565005645156, 'm': 0.998190701007843}), ('t', {'f': 0.0018618591129779816, 'm': 0.9981380701065063})]",test,6
alibi,m,m,"[('a', {'f': 0.42370525002479553, 'm': 0.5762947797775269}), ('l', {'f': 0.20107531547546387, 'm': 0.7989246249198914}), ('i', {'f': 0.8271910548210144, 'm': 0.17280898988246918}), ('b', {'f': 0.15072067081928253, 'm': 0.8492793440818787}), ('i', {'f': 0.0957041084766388, 'm': 0.9042959213256836})]",test,6
fajit,f,f,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('a', {'f': 0.016821475699543953, 'm': 0.9831785559654236}), ('j', {'f': 0.9179971218109131, 'm': 0.08200288563966751}), ('i', {'f': 0.6212195158004761, 'm': 0.3787805140018463}), ('t', {'f': 0.702552318572998, 'm': 0.29744774103164673})]",test,6
k2sɔl,m,f,"[('k', {'f': 0.24599945545196533, 'm': 0.7540005445480347}), ('2', {'f': 0.0011694412678480148, 'm': 0.9988306164741516}), ('s', {'f': 0.03436615690588951, 'm': 0.9656338691711426}), ('ɔ', {'f': 0.3024216592311859, 'm': 0.6975783109664917}), ('l', {'f': 0.04911450669169426, 'm': 0.9508854746818542})]",test,6
dOmaʒ,m,m,"[('d', {'f': 0.6321474313735962, 'm': 0.3678525388240814}), ('O', {'f': 0.08379998058080673, 'm': 0.9161999821662903}), ('m', {'f': 0.04602675139904022, 'm': 0.9539732336997986}), ('a', {'f': 0.024555252864956856, 'm': 0.9754447340965271}), ('ʒ', {'f': 0.0006002794252708554, 'm': 0.9993996620178223})]",test,6
s1til,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('1', {'f': 7.028596883174032e-05, 'm': 0.999929666519165}), ('t', {'f': 0.9889481067657471, 'm': 0.011051841080188751}), ('i', {'f': 0.09540963172912598, 'm': 0.9045903086662292}), ('l', {'f': 0.038467396050691605, 'm': 0.9615325331687927})]",test,6
fisɛl,m,f,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('i', {'f': 0.44580698013305664, 'm': 0.5541930198669434}), ('s', {'f': 0.04416602849960327, 'm': 0.9558339715003967}), ('ɛ', {'f': 0.2570379972457886, 'm': 0.7429620027542114}), ('l', {'f': 0.11365703493356705, 'm': 0.8863430023193359})]",test,6
ʁ1blɛ,m,m,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('1', {'f': 0.0044343434274196625, 'm': 0.9955655932426453}), ('b', {'f': 0.9281929731369019, 'm': 0.07180707901716232}), ('l', {'f': 0.7216410636901855, 'm': 0.27835893630981445}), ('ɛ', {'f': 0.004037084057927132, 'm': 0.995962917804718})]",test,6
gabje,m,m,"[('g', {'f': 0.4099752604961395, 'm': 0.5900248289108276}), ('a', {'f': 0.20022328197956085, 'm': 0.7997766733169556}), ('b', {'f': 0.04790852591395378, 'm': 0.9520915150642395}), ('j', {'f': 0.26557108759880066, 'm': 0.734428882598877}), ('e', {'f': 0.0008972864015959203, 'm': 0.9991027116775513})]",test,6
satiʁ,m,f,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('a', {'f': 0.44170042872428894, 'm': 0.5582995414733887}), ('t', {'f': 0.07753247767686844, 'm': 0.9224675297737122}), ('i', {'f': 0.8777071237564087, 'm': 0.12229285389184952}), ('ʁ', {'f': 0.15962134301662445, 'm': 0.8403785824775696})]",test,6
kamaj,m,m,"[('k', {'f': 0.24599945545196533, 'm': 0.7540005445480347}), ('a', {'f': 0.4352145791053772, 'm': 0.564785361289978}), ('m', {'f': 0.23891611397266388, 'm': 0.7610839009284973}), ('a', {'f': 0.08217468857765198, 'm': 0.9178253412246704}), ('j', {'f': 0.13697019219398499, 'm': 0.8630297780036926})]",test,6
fəzœʁ,m,m,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('ə', {'f': 0.8941712975502014, 'm': 0.10582872480154037}), ('z', {'f': 0.9822052121162415, 'm': 0.017794819548726082}), ('œ', {'f': 0.6102461218833923, 'm': 0.38975387811660767}), ('ʁ', {'f': 0.004613639321178198, 'm': 0.9953864216804504})]",test,6
dʒɛʁk,m,m,"[('d', {'f': 0.6321474313735962, 'm': 0.3678525388240814}), ('ʒ', {'f': 0.0025341904256492853, 'm': 0.9974658489227295}), ('ɛ', {'f': 0.007165974006056786, 'm': 0.9928340911865234}), ('ʁ', {'f': 0.576744556427002, 'm': 0.42325547337532043}), ('k', {'f': 0.22668465971946716, 'm': 0.7733153700828552})]",test,6
ʃints,f,m,"[('ʃ', {'f': 0.5980137586593628, 'm': 0.4019862115383148}), ('i', {'f': 0.06542366743087769, 'm': 0.9345763921737671}), ('n', {'f': 0.9422828555107117, 'm': 0.05771719664335251}), ('t', {'f': 0.007075386121869087, 'm': 0.9929245710372925}), ('s', {'f': 0.9301641583442688, 'm': 0.0698358342051506})]",test,6
t2bœʁ,m,m,"[('t', {'f': 0.19780629873275757, 'm': 0.8021937012672424}), ('2', {'f': 0.004158168565481901, 'm': 0.9958418011665344}), ('b', {'f': 0.9805676341056824, 'm': 0.019432326778769493}), ('œ', {'f': 0.16444504261016846, 'm': 0.8355550169944763}), ('ʁ', {'f': 0.007540147285908461, 'm': 0.9924598336219788})]",test,6
piʒɔn,m,f,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('i', {'f': 0.4622172713279724, 'm': 0.5377827286720276}), ('ʒ', {'f': 0.171181783080101, 'm': 0.8288182020187378}), ('ɔ', {'f': 0.029100239276885986, 'm': 0.970899760723114}), ('n', {'f': 0.002088868524879217, 'm': 0.9979111552238464})]",test,6
ʁəv1t,f,f,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('ə', {'f': 0.9825954437255859, 'm': 0.017404574900865555}), ('v', {'f': 0.9976639747619629, 'm': 0.002336075995117426}), ('1', {'f': 0.005098096095025539, 'm': 0.9949018955230713}), ('t', {'f': 0.9734538197517395, 'm': 0.026546144858002663})]",test,6
fuʁbi,f,m,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('u', {'f': 0.016459258273243904, 'm': 0.9835407137870789}), ('ʁ', {'f': 0.14816439151763916, 'm': 0.8518356084823608}), ('b', {'f': 0.8995062112808228, 'm': 0.10049378871917725}), ('i', {'f': 0.7782805562019348, 'm': 0.22171947360038757})]",test,6
ʁavaʒ,m,m,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('a', {'f': 0.07830344885587692, 'm': 0.9216965436935425}), ('v', {'f': 0.3925507962703705, 'm': 0.6074491739273071}), ('a', {'f': 0.04660353809595108, 'm': 0.9533964991569519}), ('ʒ', {'f': 0.0010769941145554185, 'm': 0.9989230036735535})]",test,6
ʁakle,m,f,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('a', {'f': 0.07830344885587692, 'm': 0.9216965436935425}), ('k', {'f': 0.037720970809459686, 'm': 0.9622790813446045}), ('l', {'f': 0.23419873416423798, 'm': 0.7658013105392456}), ('e', {'f': 0.27533116936683655, 'm': 0.7246688008308411})]",test,6
tʁɥit,f,f,"[('t', {'f': 0.19780629873275757, 'm': 0.8021937012672424}), ('ʁ', {'f': 0.032411497086286545, 'm': 0.967588484287262}), ('ɥ', {'f': 0.6737840175628662, 'm': 0.3262159526348114}), ('i', {'f': 0.9273144602775574, 'm': 0.07268557697534561}), ('t', {'f': 0.9412475228309631, 'm': 0.05875242128968239})]",test,6
baʁɔn,m,f,"[('b', {'f': 0.1400294452905655, 'm': 0.8599705696105957}), ('a', {'f': 0.3081269860267639, 'm': 0.6918730139732361}), ('ʁ', {'f': 0.0008490675245411694, 'm': 0.9991508722305298}), ('ɔ', {'f': 0.33752256631851196, 'm': 0.662477433681488}), ('n', {'f': 0.083664171397686, 'm': 0.9163358211517334})]",test,6
kuʁɔn,m,f,"[('k', {'f': 0.24599945545196533, 'm': 0.7540005445480347}), ('u', {'f': 0.004846679046750069, 'm': 0.9951533079147339}), ('ʁ', {'f': 0.007409464102238417, 'm': 0.9925905466079712}), ('ɔ', {'f': 0.06054449453949928, 'm': 0.939455509185791}), ('n', {'f': 0.05736956372857094, 'm': 0.9426304697990417})]",test,6
kulaʒ,m,m,"[('k', {'f': 0.24599945545196533, 'm': 0.7540005445480347}), ('u', {'f': 0.004846679046750069, 'm': 0.9951533079147339}), ('l', {'f': 0.1534811109304428, 'm': 0.8465189337730408}), ('a', {'f': 0.11763116717338562, 'm': 0.882368803024292}), ('ʒ', {'f': 0.0001177093290607445, 'm': 0.9998822212219238})]",test,6
syspɛ,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('y', {'f': 0.12456350773572922, 'm': 0.8754364252090454}), ('s', {'f': 0.0020899681840091944, 'm': 0.9979099631309509}), ('p', {'f': 0.8286387324333191, 'm': 0.1713613122701645}), ('ɛ', {'f': 0.06756667047739029, 'm': 0.9324333667755127})]",test,6
suʁsi,f,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('u', {'f': 0.08473443239927292, 'm': 0.9152656197547913}), ('ʁ', {'f': 0.13103535771369934, 'm': 0.8689646124839783}), ('s', {'f': 0.7044928073883057, 'm': 0.29550719261169434}), ('i', {'f': 0.7863568663597107, 'm': 0.2136431336402893})]",test,6
pybis,m,m,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('y', {'f': 0.17727303504943848, 'm': 0.8227269649505615}), ('b', {'f': 0.19981659948825836, 'm': 0.8001833558082581}), ('i', {'f': 0.07533498853445053, 'm': 0.9246649742126465}), ('s', {'f': 0.07947764545679092, 'm': 0.9205223917961121})]",test,6
ʃəval,m,m,"[('ʃ', {'f': 0.5980137586593628, 'm': 0.4019862115383148}), ('ə', {'f': 0.26368266344070435, 'm': 0.7363173365592957}), ('v', {'f': 0.9621937274932861, 'm': 0.037806279957294464}), ('a', {'f': 0.22686994075775146, 'm': 0.7731300592422485}), ('l', {'f': 0.36732691526412964, 'm': 0.6326731443405151})]",test,6
ʃ1taʒ,m,m,"[('ʃ', {'f': 0.5980137586593628, 'm': 0.4019862115383148}), ('1', {'f': 5.525029791897396e-06, 'm': 0.9999945163726807}), ('t', {'f': 0.8423526883125305, 'm': 0.15764734148979187}), ('a', {'f': 0.026643356308341026, 'm': 0.9733567237854004}), ('ʒ', {'f': 0.0065572564490139484, 'm': 0.9934427738189697})]",test,6
spʁiŋ,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('p', {'f': 0.5538431406021118, 'm': 0.4461568593978882}), ('ʁ', {'f': 0.07132047414779663, 'm': 0.9286795258522034}), ('i', {'f': 0.6250552535057068, 'm': 0.3749447166919708}), ('ŋ', {'f': 0.0014140185667201877, 'm': 0.9985860586166382})]",test,6
matyʃ,m,m,"[('m', {'f': 0.06751084327697754, 'm': 0.9324891567230225}), ('a', {'f': 0.018651854246854782, 'm': 0.9813481569290161}), ('t', {'f': 0.011135184206068516, 'm': 0.9888647794723511}), ('y', {'f': 0.2394685298204422, 'm': 0.760531485080719}), ('ʃ', {'f': 0.30472177267074585, 'm': 0.6952782869338989})]",test,6
spasm,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('p', {'f': 0.5538431406021118, 'm': 0.4461568593978882}), ('a', {'f': 0.4089428186416626, 'm': 0.5910571217536926}), ('s', {'f': 0.0131527129560709, 'm': 0.9868473410606384}), ('m', {'f': 0.006070282775908709, 'm': 0.9939297437667847})]",test,6
maʃin,f,f,"[('m', {'f': 0.06751084327697754, 'm': 0.9324891567230225}), ('a', {'f': 0.018651854246854782, 'm': 0.9813481569290161}), ('ʃ', {'f': 0.10281069576740265, 'm': 0.8971893191337585}), ('i', {'f': 0.7541927099227905, 'm': 0.24580726027488708}), ('n', {'f': 0.8552269339561462, 'm': 0.14477303624153137})]",test,6
biglø,m,m,"[('b', {'f': 0.1400294452905655, 'm': 0.8599705696105957}), ('i', {'f': 0.049066659063100815, 'm': 0.9509333372116089}), ('g', {'f': 0.7018402814865112, 'm': 0.29815971851348877}), ('l', {'f': 0.01264223363250494, 'm': 0.9873577356338501}), ('ø', {'f': 0.00043959435424767435, 'm': 0.9995604157447815})]",test,6
lizœʁ,m,m,"[('l', {'f': 0.25989508628845215, 'm': 0.7401049137115479}), ('i', {'f': 0.5370855331420898, 'm': 0.4629144072532654}), ('z', {'f': 0.9564284086227417, 'm': 0.043571535497903824}), ('œ', {'f': 0.5711892247200012, 'm': 0.4288107752799988}), ('ʁ', {'f': 0.0012254496105015278, 'm': 0.9987745881080627})]",test,6
ʒwajo,m,m,"[('ʒ', {'f': 0.03398004174232483, 'm': 0.9660199284553528}), ('w', {'f': 0.799788236618042, 'm': 0.20021170377731323}), ('a', {'f': 0.22097882628440857, 'm': 0.779021143913269}), ('j', {'f': 0.9690781831741333, 'm': 0.030921824276447296}), ('o', {'f': 0.01699228398501873, 'm': 0.9830076694488525})]",test,6
ʒakaʁ,m,m,"[('ʒ', {'f': 0.03398004174232483, 'm': 0.9660199284553528}), ('a', {'f': 0.0714779794216156, 'm': 0.9285220503807068}), ('k', {'f': 0.0626458078622818, 'm': 0.9373542070388794}), ('a', {'f': 0.5404509902000427, 'm': 0.4595490097999573}), ('ʁ', {'f': 0.0012594698928296566, 'm': 0.9987404942512512})]",test,6
fyʃja,m,m,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('y', {'f': 0.017240507528185844, 'm': 0.9827594757080078}), ('ʃ', {'f': 0.8226094245910645, 'm': 0.17739059031009674}), ('j', {'f': 0.5889503955841064, 'm': 0.4110495448112488}), ('a', {'f': 0.4883137345314026, 'm': 0.5116863250732422})]",test,6
jauʁt,f,m,"[('j', {'f': 0.9198865294456482, 'm': 0.08011346310377121}), ('a', {'f': 0.3063846528530121, 'm': 0.6936153769493103}), ('u', {'f': 0.007901914417743683, 'm': 0.9920980930328369}), ('ʁ', {'f': 0.026141934096813202, 'm': 0.9738580584526062}), ('t', {'f': 0.7281158566474915, 'm': 0.2718842029571533})]",test,6
ʃagat,m,f,"[('ʃ', {'f': 0.5980137586593628, 'm': 0.4019862115383148}), ('a', {'f': 0.24154619872570038, 'm': 0.7584537863731384}), ('g', {'f': 0.27560216188430786, 'm': 0.7243978381156921}), ('a', {'f': 0.07747244089841843, 'm': 0.9225276112556458}), ('t', {'f': 0.35844874382019043, 'm': 0.6415511965751648})]",test,6
stypʁ,f,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('t', {'f': 0.0187012180685997, 'm': 0.9812987446784973}), ('y', {'f': 0.1835898756980896, 'm': 0.8164100646972656}), ('p', {'f': 0.17240731418132782, 'm': 0.8275926113128662}), ('ʁ', {'f': 0.8294218182563782, 'm': 0.17057815194129944})]",test,6
sagw3,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('a', {'f': 0.44170042872428894, 'm': 0.5582995414733887}), ('g', {'f': 0.3028331398963928, 'm': 0.6971668004989624}), ('w', {'f': 0.6446991562843323, 'm': 0.3553008735179901}), ('3', {'f': 0.0009677177295088768, 'm': 0.9990322589874268})]",test,6
bagaʁ,m,f,"[('b', {'f': 0.1400294452905655, 'm': 0.8599705696105957}), ('a', {'f': 0.3081269860267639, 'm': 0.6918730139732361}), ('g', {'f': 0.32856783270835876, 'm': 0.6714321970939636}), ('a', {'f': 0.06356607377529144, 'm': 0.9364339113235474}), ('ʁ', {'f': 0.0050458782352507114, 'm': 0.9949540495872498})]",test,6
smatʃ,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('m', {'f': 0.0024098253343254328, 'm': 0.997590184211731}), ('a', {'f': 0.0027137824799865484, 'm': 0.9972862005233765}), ('t', {'f': 0.001464183209463954, 'm': 0.9985358715057373}), ('ʃ', {'f': 0.04900975897908211, 'm': 0.9509902596473694})]",test,6
gaʃɛt,f,f,"[('g', {'f': 0.4099752604961395, 'm': 0.5900248289108276}), ('a', {'f': 0.20022328197956085, 'm': 0.7997766733169556}), ('ʃ', {'f': 0.2519647777080536, 'm': 0.7480352520942688}), ('ɛ', {'f': 0.0012342017143964767, 'm': 0.9987658262252808}), ('t', {'f': 0.9379536509513855, 'm': 0.062046390026807785})]",test,6
ʁatin,f,f,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('a', {'f': 0.07830344885587692, 'm': 0.9216965436935425}), ('t', {'f': 0.038820959627628326, 'm': 0.9611790180206299}), ('i', {'f': 0.9734718203544617, 'm': 0.02652815915644169}), ('n', {'f': 0.9992820620536804, 'm': 0.0007180038373917341})]",test,6
v1piʁ,m,m,"[('v', {'f': 0.9792177677154541, 'm': 0.020782213658094406}), ('1', {'f': 0.00034900326863862574, 'm': 0.9996509552001953}), ('p', {'f': 0.904873788356781, 'm': 0.095126211643219}), ('i', {'f': 0.7011587023735046, 'm': 0.29884135723114014}), ('ʁ', {'f': 0.03329549729824066, 'm': 0.9667044878005981})]",test,6
ʁEjɔn,f,f,"[('ʁ', {'f': 0.19672420620918274, 'm': 0.8032758235931396}), ('E', {'f': 0.6262295842170715, 'm': 0.3737703859806061}), ('j', {'f': 0.9595885276794434, 'm': 0.04041147604584694}), ('ɔ', {'f': 0.13593262434005737, 'm': 0.8640673756599426}), ('n', {'f': 0.9255452156066895, 'm': 0.07445476949214935})]",test,6
sɛʁp1,m,m,"[('s', {'f': 0.1635175347328186, 'm': 0.8364825248718262}), ('ɛ', {'f': 0.10323302447795868, 'm': 0.8967670202255249}), ('ʁ', {'f': 0.011097239330410957, 'm': 0.988902747631073}), ('p', {'f': 0.19305604696273804, 'm': 0.8069440126419067}), ('1', {'f': 5.687341035809368e-05, 'm': 0.9999431371688843})]",test,6
flɛgm,m,m,"[('f', {'f': 0.06725069880485535, 'm': 0.9327492713928223}), ('l', {'f': 0.14077377319335938, 'm': 0.8592262864112854}), ('ɛ', {'f': 0.0038193075451999903, 'm': 0.9961806535720825}), ('g', {'f': 0.03670849651098251, 'm': 0.9632914662361145}), ('m', {'f': 0.009196048602461815, 'm': 0.9908039569854736})]",test,6
plije,m,m,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('l', {'f': 0.2581902742385864, 'm': 0.7418096661567688}), ('i', {'f': 0.5789039134979248, 'm': 0.4210960865020752}), ('j', {'f': 0.9835531711578369, 'm': 0.01644686609506607}), ('e', {'f': 0.09319411963224411, 'm': 0.9068058729171753})]",test,6
b1daʒ,m,m,"[('b', {'f': 0.1400294452905655, 'm': 0.8599705696105957}), ('1', {'f': 1.941962727869395e-05, 'm': 0.9999805688858032}), ('d', {'f': 0.8275116682052612, 'm': 0.17248834669589996}), ('a', {'f': 0.008825884200632572, 'm': 0.9911741614341736}), ('ʒ', {'f': 0.002354764612391591, 'm': 0.9976451992988586})]",test,6
b2b1s,f,f,"[('b', {'f': 0.1400294452905655, 'm': 0.8599705696105957}), ('2', {'f': 0.0009082456235773861, 'm': 0.9990917444229126}), ('b', {'f': 0.6745691895484924, 'm': 0.3254307806491852}), ('1', {'f': 1.4139919585431926e-05, 'm': 0.9999858140945435}), ('s', {'f': 0.9979484677314758, 'm': 0.0020515010692179203})]",test,6
dalaʒ,m,m,"[('d', {'f': 0.6321474313735962, 'm': 0.3678525388240814}), ('a', {'f': 0.8064543008804321, 'm': 0.19354569911956787}), ('l', {'f': 0.4818841218948364, 'm': 0.5181158781051636}), ('a', {'f': 0.3520987927913666, 'm': 0.6479012370109558}), ('ʒ', {'f': 0.0004669123445637524, 'm': 0.9995330572128296})]",test,6
paʁɛj,m,m,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('a', {'f': 0.4668958783149719, 'm': 0.5331040620803833}), ('ʁ', {'f': 0.009059424512088299, 'm': 0.9909405708312988}), ('ɛ', {'f': 0.18679581582546234, 'm': 0.8132042288780212}), ('j', {'f': 0.4871768355369568, 'm': 0.512823224067688})]",test,6
aʁbuz,f,f,"[('a', {'f': 0.42370525002479553, 'm': 0.5762947797775269}), ('ʁ', {'f': 0.0024657933972775936, 'm': 0.9975341558456421}), ('b', {'f': 0.8621339201927185, 'm': 0.13786610960960388}), ('u', {'f': 0.08621026575565338, 'm': 0.9137897491455078}), ('z', {'f': 0.8135025501251221, 'm': 0.18649742007255554})]",test,6
pajɔt,m,f,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('a', {'f': 0.4668958783149719, 'm': 0.5331040620803833}), ('j', {'f': 0.6148511171340942, 'm': 0.38514894247055054}), ('ɔ', {'f': 0.0034389435313642025, 'm': 0.9965609908103943}), ('t', {'f': 0.450230211019516, 'm': 0.5497698187828064})]",test,6
ʃ1fʁ3,m,m,"[('ʃ', {'f': 0.5980137586593628, 'm': 0.4019862115383148}), ('1', {'f': 5.525029791897396e-06, 'm': 0.9999945163726807}), ('f', {'f': 0.01472493913024664, 'm': 0.9852750301361084}), ('ʁ', {'f': 0.7667695879936218, 'm': 0.23323041200637817}), ('3', {'f': 0.02194754220545292, 'm': 0.9780524373054504})]",test,6
kalis,f,m,"[('k', {'f': 0.24599945545196533, 'm': 0.7540005445480347}), ('a', {'f': 0.4352145791053772, 'm': 0.564785361289978}), ('l', {'f': 0.1825922727584839, 'm': 0.8174076676368713}), ('i', {'f': 0.19517536461353302, 'm': 0.8048245906829834}), ('s', {'f': 0.649809718132019, 'm': 0.35019028186798096})]",test,6
lOz1ʒ,f,m,"[('l', {'f': 0.25989508628845215, 'm': 0.7401049137115479}), ('O', {'f': 0.036709729582071304, 'm': 0.963290274143219}), ('z', {'f': 0.8165091872215271, 'm': 0.1834908425807953}), ('1', {'f': 7.639714567631017e-06, 'm': 0.9999923706054688}), ('ʒ', {'f': 0.5523134469985962, 'm': 0.4476865828037262})]",test,6
patwa,m,m,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('a', {'f': 0.4668958783149719, 'm': 0.5331040620803833}), ('t', {'f': 0.04414837807416916, 'm': 0.9558516144752502}), ('w', {'f': 0.13522398471832275, 'm': 0.864776074886322}), ('a', {'f': 0.002975492039695382, 'm': 0.9970244765281677})]",test,6
pydœʁ,m,f,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('y', {'f': 0.17727303504943848, 'm': 0.8227269649505615}), ('d', {'f': 0.6761427521705627, 'm': 0.32385727763175964}), ('œ', {'f': 0.07381825894117355, 'm': 0.9261817932128906}), ('ʁ', {'f': 0.09663926064968109, 'm': 0.9033607840538025})]",test,6
pist2,m,m,"[('p', {'f': 0.5436950325965881, 'm': 0.45630499720573425}), ('i', {'f': 0.4622172713279724, 'm': 0.5377827286720276}), ('s', {'f': 0.17882435023784637, 'm': 0.8211756348609924}), ('t', {'f': 0.0034874174743890762, 'm': 0.9965125918388367}), ('2', {'f': 0.008505012840032578, 'm': 0.9914950132369995})]",test,6
yʁʒ1s,f,f,"[('y', {'f': 0.13741667568683624, 'm': 0.8625832796096802}), ('ʁ', {'f': 0.9930358529090881, 'm': 0.006964095402508974}), ('ʒ', {'f': 0.060258038341999054, 'm': 0.9397420287132263}), ('1', {'f': 0.001349829020909965, 'm': 0.9986502528190613}), ('s', {'f': 0.9998990297317505, 'm': 0.0001009736442938447})]",test,6
mabul,m,m,"[('m', {'f': 0.06751084327697754, 'm': 0.9324891567230225}), ('a', {'f': 0.018651854246854782, 'm': 0.9813481569290161}), ('b', {'f': 0.17473627626895905, 'm': 0.8252637386322021}), ('u', {'f': 0.11217617243528366, 'm': 0.8878238201141357}), ('l', {'f': 0.15068966150283813, 'm': 0.8493103981018066})]",test,6
